id,name,full_name,club,club_slug,nationality,birth_date,height_cm,position,cost,rarity,is_starter,image_url,rb,a,rc,d,rg,v,pc,pl,pa,dl,rm,rf,co,zone_grid
74294-2526,GUDELJ,Nemanja Gudelj,Sevilla FC,sev,Serbia,1991-11-16,187,MF,6,comun,false,https://assets.virtuafc.com/players/68332.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
212723-2526,SOW,Djibril Sow,Sevilla FC,sev,Switzerland,1997-02-06,184,MF,6,comun,false,https://assets.virtuafc.com/players/799054.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
263727-2526,JORDÁN,Joan Jordán,Sevilla FC,sev,Spain,1994-07-06,185,MF,5,comun,false,https://assets.virtuafc.com/players/591750.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
766723-2526,BUENO,Manu Bueno,Sevilla FC,sev,Spain,2004-07-27,178,MF,4,comun,false,https://assets.virtuafc.com/players/1142094.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
345886-2526,VARGAS,Rubén Vargas,Sevilla FC,sev,Switzerland,1998-08-05,179,FW,7,frecuente,false,https://assets.virtuafc.com/players/872919.webp,,,,2,2,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
500067-2526,EJUKE,Chidera Ejuke,Sevilla FC,sev,Nigeria,1998-01-02,176,FW,5,comun,false,https://assets.virtuafc.com/players/875890.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
177847-2526,JANUZAJ,Adnan Januzaj,Sevilla FC,sev,Belgium,1995-02-05,186,FW,4,comun,false,https://assets.virtuafc.com/players/328145.webp,,,,2,2,2,2,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1064105-2526,SIERRA,Miguel Ángel Sierra,Sevilla FC,sev,Spain,2004-07-14,181,FW,2,comun,false,https://assets.virtuafc.com/players/2509247.webp,,,,1,2,2,1,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
639733-2526,FERNÁNDEZ,Peque Fernández,Sevilla FC,sev,Spain,2002-10-04,172,FW,5,comun,false,https://assets.virtuafc.com/players/997033.webp,,,,2,2,,2,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
40433-2526,SÁNCHEZ,Alexis Sánchez,Sevilla FC,sev,Chile,1988-12-19,169,FW,6,comun,false,https://assets.virtuafc.com/players/34120.webp,,,,2,2,,2,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
607034-2526,ADAMS,Akor Adams,Sevilla FC,sev,Nigeria,2000-01-29,190,FW,7,frecuente,false,https://assets.virtuafc.com/players/946381.webp,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
687609-2526,ROMERO,Isaac Romero,Sevilla FC,sev,Spain,2000-05-18,183,FW,6,comun,false,https://assets.virtuafc.com/players/1018190.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
217115-2526,MAUPAY,Neal Maupay,Sevilla FC,sev,France,1996-08-14,171,FW,6,comun,false,https://assets.virtuafc.com/players/268903.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
212862-2526,REMIRO,Álex Remiro,Real Sociedad,rso,Spain,1995-03-24,191,GK,8,frecuente,false,https://assets.virtuafc.com/players/791773.webp,,,,,,,,,,,,3,2,
625657-2526,MARRERO,Unai Marrero,Real Sociedad,rso,Spain,2001-10-09,189,GK,4,comun,false,https://assets.virtuafc.com/players/1094782.webp,,,,,,,,,,,,2,2,
1018938-2526,MARTÍN,Jon Martín,Real Sociedad,rso,Spain,2006-04-23,187,DF,7,frecuente,false,https://assets.virtuafc.com/players/1466116.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
355628-2526,ZUBELDIA,Igor Zubeldia,Real Sociedad,rso,Spain,1997-03-30,181,DF,6,comun,false,https://assets.virtuafc.com/players/838159.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
238266-2526,CALETA-CAR,Duje Caleta-Car,Real Sociedad,rso,Croatia,1996-09-17,193,DF,5,comun,false,https://assets.virtuafc.com/players/257091.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
229804-2526,ELUSTONDO,Aritz Elustondo,Real Sociedad,rso,Spain,1994-03-28,180,DF,5,comun,false,https://assets.virtuafc.com/players/785468.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
366930-2526,GÓMEZ,Sergio Gómez,Real Sociedad,rso,Spain,2000-09-04,171,DF,7,frecuente,false,https://assets.virtuafc.com/players/855835.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
517842-2526,MUÑOZ,Aihen Muñoz,Real Sociedad,rso,Spain,1997-08-16,175,DF,5,comun,false,https://assets.virtuafc.com/players/966441.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
661145-2526,ARAMBURU,Jon Aramburu,Real Sociedad,rso,Venezuela,2002-07-23,176,DF,7,frecuente,false,https://assets.virtuafc.com/players/1116388.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
280730-2526,ODRIOZOLA,Álvaro Odriozola,Real Sociedad,rso,Spain,1995-12-14,176,DF,4,comun,false,https://assets.virtuafc.com/players/353250.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
711374-2526,GORROTXATEGI,Jon Gorrotxategi,Real Sociedad,rso,Spain,2002-02-02,177,MF,8,frecuente,true,https://assets.virtuafc.com/players/1216309.webp,3,3,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
634431-2526,TURRIENTES,Beñat Turrientes,Real Sociedad,rso,Spain,2002-01-31,181,MF,6,comun,false,https://assets.virtuafc.com/players/980410.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
502722-2526,SUCIC,Luka Sucic,Real Sociedad,rso,Croatia,2002-09-08,185,MF,6,comun,true,https://assets.virtuafc.com/players/949156.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
378293-2526,HERRERA,Yangel Herrera,Real Sociedad,rso,Venezuela,1998-01-07,184,MF,6,comun,false,https://assets.virtuafc.com/players/839585.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
372246-2526,SOLER,Carlos Soler,Real Sociedad,rso,Spain,1997-01-02,180,MF,6,comun,false,https://assets.virtuafc.com/players/832427.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
309110-2526,MÉNDEZ,Brais Méndez,Real Sociedad,rso,Spain,1997-01-07,184,MF,7,frecuente,false,https://assets.virtuafc.com/players/845385.webp,,,,2,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
555143-2526,ZAKHARYAN,Arsen Zakharyan,Real Sociedad,rso,Russia,2003-05-26,183,MF,6,comun,false,https://assets.virtuafc.com/players/1066045.webp,,,,2,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
907813-2526,MARÍN,Pablo Marín,Real Sociedad,rso,Spain,2003-07-03,178,MF,6,comun,false,https://assets.virtuafc.com/players/1139409.webp,,,,2,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
616369-2526,BARRENETXEA,Ander Barrenetxea,Real Sociedad,rso,Spain,2001-12-27,175,FW,7,frecuente,false,https://assets.virtuafc.com/players/966862.webp,,,,2,2,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
225122-2526,GUEDES,Gonçalo Guedes,Real Sociedad,rso,Portugal,1996-11-29,179,FW,6,comun,false,https://assets.virtuafc.com/players/280979.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1007378-2526,WESLEY,Wesley,Real Sociedad,rso,Brazil,2005-03-05,180,FW,6,comun,false,https://assets.virtuafc.com/players/1211632.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
405398-2526,KUBO,Takefusa Kubo,Real Sociedad,rso,Japan,2001-06-04,173,FW,8,frecuente,false,https://assets.virtuafc.com/players/880218.webp,,,,2,3,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
351478-2526,OYARZABAL,Mikel Oyarzabal,Real Sociedad,rso,Spain,1997-04-21,181,FW,8,frecuente,false,https://assets.virtuafc.com/players/823622.webp,,,2,3,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
660438-2526,ÓSKARSSON,Orri Óskarsson,Real Sociedad,rso,Iceland,2004-08-29,186,FW,7,frecuente,false,https://assets.virtuafc.com/players/1026015.webp,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
711382-2526,KARRIKABURU,Jon Karrikaburu,Real Sociedad,rso,Spain,2002-09-19,183,FW,5,comun,true,https://assets.virtuafc.com/players/1099175.webp,,,2,2,,1,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
94308-2526,DMITROVIC,Marko Dmitrovic,RCD Espanyol Barcelona,esp,Serbia,1992-01-24,189,GK,5,comun,false,https://assets.virtuafc.com/players/94527.webp,,,,,,,,,,,,2,2,
628487-2526,FORTUÑO,Ángel Fortuño,RCD Espanyol Barcelona,esp,Spain,2001-10-05,183,GK,3,comun,false,https://assets.virtuafc.com/players/1082734.webp,,,,,,,,,,,,2,1,
692070-2526,RIEDEL,Clemens Riedel,RCD Espanyol Barcelona,esp,Germany,2003-07-19,186,DF,6,comun,false,https://assets.virtuafc.com/players/1129360.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
357884-2526,CALERO,Fernando Calero,RCD Espanyol Barcelona,esp,Spain,1995-09-14,184,DF,5,comun,false,https://assets.virtuafc.com/players/857205.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
583510-2526,RUBIO,Miguel Rubio,RCD Espanyol Barcelona,esp,Spain,1998-03-11,191,DF,5,comun,false,https://assets.virtuafc.com/players/934351.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
102423-2526,CABRERA,Leandro Cabrera,RCD Espanyol Barcelona,esp,Uruguay,1991-06-17,190,DF,5,comun,false,https://assets.virtuafc.com/players/81992.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
709372-2526,ROMERO,Carlos Romero,RCD Espanyol Barcelona,esp,Spain,2001-10-29,174,DF,8,frecuente,false,https://assets.virtuafc.com/players/1396048.webp,3,3,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
819590-2526,SALINAS,José Salinas,RCD Espanyol Barcelona,esp,Spain,2000-09-30,178,DF,5,comun,false,https://assets.virtuafc.com/players/1068891.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
822331-2526,HILALI,Omar El Hilali,RCD Espanyol Barcelona,esp,Morocco,2003-09-12,183,DF,7,frecuente,false,https://assets.virtuafc.com/players/1064026.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
705813-2526,SÁNCHEZ,Rubén Sánchez,RCD Espanyol Barcelona,esp,Spain,2001-02-04,185,DF,4,comun,false,https://assets.virtuafc.com/players/1021165.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
625651-2526,ZÁRATE,Urko González de Zárate,RCD Espanyol Barcelona,esp,Spain,2001-03-20,189,MF,6,comun,false,https://assets.virtuafc.com/players/1064009.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
243879-2526,PICKEL,Charles Pickel,RCD Espanyol Barcelona,esp,DR Congo,1997-05-15,187,MF,5,comun,false,https://assets.virtuafc.com/players/758664.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
412045-2526,LOZANO,Pol Lozano,RCD Espanyol Barcelona,esp,Spain,1999-10-06,176,MF,6,comun,false,https://assets.virtuafc.com/players/826010.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
506248-2526,EXPÓSITO,Edu Expósito,RCD Espanyol Barcelona,esp,Spain,1996-08-01,178,MF,6,comun,false,https://assets.virtuafc.com/players/877262.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
783396-2526,TERRATS,Ramón Terrats,RCD Espanyol Barcelona,esp,Spain,2000-10-18,181,MF,5,comun,false,https://assets.virtuafc.com/players/1088565.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
408471-2526,PUADO,Javi Puado,RCD Espanyol Barcelona,esp,Spain,1998-05-25,177,FW,6,comun,false,https://assets.virtuafc.com/players/891511.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
225593-2526,MILLA,Pere Milla,RCD Espanyol Barcelona,esp,Spain,1992-09-23,180,FW,5,comun,false,https://assets.virtuafc.com/players/175185.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
647435-2526,DOLAN,Tyrhys Dolan,RCD Espanyol Barcelona,esp,England,2001-12-28,170,FW,6,comun,false,https://assets.virtuafc.com/players/1063015.webp,,,,2,2,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
358032-2526,NGONGE,Cyril Ngonge,RCD Espanyol Barcelona,esp,Belgium,2000-05-26,180,FW,6,comun,false,https://assets.virtuafc.com/players/877037.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
628498-2526,CARRERAS,Jofre Carreras,RCD Espanyol Barcelona,esp,Spain,2001-06-17,175,FW,5,comun,false,https://assets.virtuafc.com/players/1019236.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
834744-2526,ROCA,Antoniu Roca,RCD Espanyol Barcelona,esp,Spain,2002-09-05,180,FW,4,comun,true,https://assets.virtuafc.com/players/1099344.webp,,,,2,2,2,2,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
720518-2526,FERNÁNDEZ,Roberto Fernández,RCD Espanyol Barcelona,esp,Spain,2002-07-03,186,FW,6,comun,false,https://assets.virtuafc.com/players/1392592.webp,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
93936-2526,GARCÍA,Kike García,RCD Espanyol Barcelona,esp,Spain,1989-11-25,186,FW,5,comun,false,https://assets.virtuafc.com/players/84972.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
283170-2526,PEÑA,Iñaki Peña,Elche CF,elc,Spain,1999-03-02,184,GK,6,comun,false,https://assets.virtuafc.com/players/794949.webp,,,,,,,,,,,,3,2,
618801-2526,ITURBE,Alejandro Iturbe,Elche CF,elc,Spain,2003-09-02,186,GK,5,comun,false,https://assets.virtuafc.com/players/1019324.webp,,,,,,,,,,,,2,2,
144128-2526,DITURO,Matías Dituro,Elche CF,elc,Argentina,1987-05-08,191,GK,5,comun,false,https://assets.virtuafc.com/players/556884.webp,,,,,,,,,,,,2,2,
452483-2526,AFFENGRUBER,David Affengruber,Elche CF,elc,Austria,2001-03-19,185,DF,6,comun,false,https://assets.virtuafc.com/players/988672.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
495625-2526,CHUST,Víctor Chust,Elche CF,elc,Spain,2000-03-05,184,DF,5,comun,true,https://assets.virtuafc.com/players/855831.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
627290-2526,DONALD,John Donald,Elche CF,elc,Spain,2000-09-25,182,DF,4,comun,false,https://assets.virtuafc.com/players/1094758.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
203043-2526,BIGAS,Pedro Bigas,Elche CF,elc,Spain,1990-05-15,181,DF,4,comun,false,https://assets.virtuafc.com/players/141832.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
501418-2526,PEDROSA,Adrià Pedrosa,Elche CF,elc,Spain,1998-05-13,172,DF,5,comun,false,https://assets.virtuafc.com/players/928672.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
412829-2526,PÉTROT,Léo Pétrot,Elche CF,elc,France,1997-04-15,188,DF,4,comun,false,https://assets.virtuafc.com/players/827504.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
937955-2526,FORT,Héctor Fort,Elche CF,elc,Spain,2006-08-02,185,DF,7,frecuente,false,https://assets.virtuafc.com/players/1402908.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
962125-2526,SANGARÉ,Buba Sangaré,Elche CF,elc,Spain,2007-08-06,183,DF,4,comun,false,https://assets.virtuafc.com/players/1542721.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
909758-2526,REDONDO,Federico Redondo,Elche CF,elc,Argentina,2003-01-18,188,MF,5,comun,false,https://assets.virtuafc.com/players/1117026.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
531404-2526,AGUADO,Marc Aguado,Elche CF,elc,Spain,2000-02-22,182,MF,5,comun,true,https://assets.virtuafc.com/players/1014595.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
217144-2526,FEBAS,Aleix Febas,Elche CF,elc,Spain,1996-02-02,172,MF,6,comun,false,https://assets.virtuafc.com/players/286167.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
549027-2526,NETO,Martim Neto,Elche CF,elc,Portugal,2003-01-14,185,MF,6,comun,false,https://assets.virtuafc.com/players/1100646.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
398163-2526,VILLAR,Gonzalo Villar,Elche CF,elc,Spain,1998-03-23,181,MF,4,comun,false,https://assets.virtuafc.com/players/914765.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
548188-2526,VALERA,Germán Valera,Elche CF,elc,Spain,2002-03-16,170,FW,6,comun,false,https://assets.virtuafc.com/players/962710.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
912392-2526,CEPEDA,Lucas Cepeda,Elche CF,elc,Chile,2002-10-31,177,FW,5,comun,false,https://assets.virtuafc.com/players/1126447.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
339816-2526,MORENTE,Tete Morente,Elche CF,elc,Spain,1996-12-04,184,FW,5,comun,false,https://assets.virtuafc.com/players/605374.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
706947-2526,SANTIAGO,Yago Santiago,Elche CF,elc,Spain,2003-04-15,180,FW,4,comun,false,https://assets.virtuafc.com/players/1092515.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
342048-2526,DIANGANA,Grady Diangana,Elche CF,elc,DR Congo,1998-04-19,180,FW,5,comun,false,https://assets.virtuafc.com/players/848512.webp,,,,2,2,2,2,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
277533-2526,JOSAN,Josan,Elche CF,elc,Spain,1989-12-03,176,FW,3,comun,true,https://assets.virtuafc.com/players/808955.webp,,,,2,2,2,1,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1064506-2526,BOAYAR,Adam Boayar,Elche CF,elc,Morocco,2005-10-13,180,FW,3,comun,false,https://assets.virtuafc.com/players/1518971.webp,,,,2,2,,1,,,1,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
948275-2526,RODRÍGUEZ,Álvaro Rodríguez,Elche CF,elc,Uruguay,2004-07-14,193,FW,6,comun,false,https://assets.virtuafc.com/players/1154587.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
